content,question,answer
"Energy Stakeholders Comment on USDA Energy Roadmap  During the previous 18 months, a team of USDA multidisciplinary experts reviewed, analyzed, and synthesized almost 1,000 responses from stakeholders about its June 2010 report (, 771 ) that put forth a roadmap for the United States to produce advanced biofuels.  The roadmap report provided a basis for continued conversations about moving forward with producing more domestically grown fuels and reducing our dependence on foreign fossil fuels, improving the environment, and revitalizing rural communities. Following the roadmap report, USDA held ates and Puerto Rico.   The workshops succeeded in gathering numerous and helpful comments from farmers, industry groups, biorefinery executives, and academia.   Stakeholder comments, as a whole, successfully broadened the view of the roadmap by providing additional information and insights.  The majority of comments echoed USDA’s conclusion that this nation has the natural resources to produce enough domestically grown biofuels.  The key to success, according to the comments, lies in a few critical areas that include: consistent policy support from the public sector, greater consumer awareness, utilization of a wide variety of feedstocks, sustainable conservation and cropping practices, and more recognition and use of forestry and wood products.  Marina Denicoff, USDA Agricultural Marketing Service  Posted in  Energy  May 09, 2012  Respond to this story","What are some critical areas for success in producing domestically grown biofuels, according to stakeholder comments on the USDA energy roadmap?",1. Consistent policy support from the public sector 2. Greater consumer awareness 3. Utilization of a wide variety of feedstocks 4. Sustainable conservation and cropping practices 5. More recognition and use of forestry and wood products
"-Missick, USDA-Agricultural Research Service Information Staff in  Research and Science  Dec 03,  Bridalveil Falls, Yosemite National Park, California (USDA-NRCS photo by Ron Nichols). This post is part of the Science Tuesday feature series on the USDA blog. Check back each week as we showcase stories and news from USDA's rich science and research portfolio. An award-winning watershed assessment tool, the Automated Geospatial Watershed Assessment (AGWA), was deployed to assess potential Rim Fire threats in Yosemite National Park in California.  The park experienced a devastating fire that began on August 17, , and took several months to contain. The fire burned more than 400 square miles in and around the park, cost $125.8 million to date, and is considered one of the largest wildfires in California’s history. BAER (Burned Area Emergency Response) is a multi-agency group that includes USDA’s Forest Service and others, and is responsible for identifying potential threats such as downstream flooding and developing plans to rehabilitate and restore burned areas. BAER teams use AGWA to target immediate efforts to prevent threats to people, wildlife and the land.  Using AGWA combined with the burn severity map produced by BAER teams, experts can rapidly pull together information on pre- and post-fire conditions. For example, knowing where to apply mulch after a fire can reduce runoff and erosion and can help minimize downstream risks from fire induced land cover and soil changes. AGWA has already been successfully used for post-fire BAER team watershed assessments following fires in Arizona, New Mexico, California, Idaho and Washington.  AGWA was jointly developed by scientists with the USDA Agricultural Research Service (ARS) Southwest Watershed Research Center in Tucson, AZ, the U.S. Environmental Protection Agency (EPA), and the Universities of Arizona and Wyoming. ARS researchers and their partners originally developed the computer model as a multipurpose computer system and software tool designed for managing and analyzing water quantity and quality to help keep our Nation’s watersheds cleaner. AGWA uses nationally available sources to rapidly establish and execute results from two ARS-developed watershed models, the Kinematic Runoff and Erosion Model (KINEROS2) and the Soil and Water Assessment Tool (SWAT).  It enables the user to visualize and compare model results to understand the impact of a certain practice on a given landscape. How we manage activities that take place on crop production areas, rangelands, pastures, forests, meadows, and urban areas influences the quantity and quality of water available for domestic, industrial, agricultural and ecological uses. You can learn more about AGWA at www.tucson.ars.ag.gov/agwa.  Category/Topic:  Research and Science  Tags:  Arizona  ARS  California  EPA  FS  Idaho  New Mexico  Science Tuesday  University of Arizona  Washington State  watersheds  wildfires  Wyoming","What are the potential impacts on crop production areas from post-fire land cover and soil changes, as identified by the Automated Geospatial Watershed Assessment (AGWA) tool?","the potential impact on crop production areas from post-fire land cover and soil changes, as identified by the AGWA tool, is ""downstream risks"" that can be minimized by applying mulch after a fire."
"Serving Savory Seafood for Holiday Meals  According to the National Oceanic and Atmospheric Administration, the United States is the second largest consumer of seafood in the world after China. With several holidays around the corner, many of us are preparing for small celebrations at home.  Peggy R. Biga, PhD, AAAS Science & Technology Policy Fellow, USDA Office of the Chief Scientist and Caird Rexroad, National Program Leader for Aquaculture, Agricultural Research Service  Posted in  Research and Science  Nov 27,   Respond to this story",What is the primary industry related to seafood consumption and aquaculture?,Agriculture.
"Historic Investment Will Support Entire Local Food Supply Chain  Release & Contact Info  Press Release  Release No. .14  Contact:Office of Communications 720-  WASHINGTON, May 8, – Agriculture Secretary Tom Vilsack today announced that USDA is making a historic $78 million investment in local and regional food systems, including food hubs, farmers markets, aggregation and processing facilities, distribution services, and other local food business enterprises.""The Farm Bill has given USDA new tools, resources and authority to support the rural economy,"" Vilsack said. ""Consumer demand for locally-produced food is strong and growing, and farmers and ranchers are positioning their businesses to meet that demand. As this sector continues to mature, we see aggregation, processing, and distribution enterprises across the local food supply chain growing rapidly. These historic USDA investments in support of local food give farmers and ranchers more market opportunities, provide consumers with more choices, and create jobs in both rural and urban communities.""Vilsack said that $48 million in loan guarantees for local food projects is now available through USDA 's Rural Development's Business and Industry Guaranteed Loan Program, and $30 million is available through competitive grants via the Agricultural Marketing Service's (AMS) Farmers Market and Local Foods Promotion Program.The Farm Bill requires USDA to set aside at least five percent of Business and Industry (B&I) program loan guarantees for projects that focus on local food business enterprises. Details on how to apply for local food funding through the B&I program are available on the Rural Development website. Applications are accepted on a rolling basis. The B&I program has the authority to fund local food infrastructure in urban areas as long as the project supports farm and ranch income and expands healthy food access in underserved communities.Rural Development's B&I program provides financial backing for rural business development in partnership with private-sector lenders. It is one of several USDA programs that help finance local foods projects. In , Rural Development supported more than 170 local food infrastructure projects – from food hubs, to scale-appropriate processing facilities, to cold storage and distribution networks. Entities eligible for B&I loan guarantees include cooperatives, non-profit organizations, corporations, partnerships or other legal entities, Indian tribes, public bodies or individuals.The Farm Bill tripled funding for marketing and promotion support for local food enterprises by creating the Farmers Market and Local Foods Promotion Program, administered by the Agricultural Marketing Service (AMS). This new program makes $30 million available annually to farmers markets, other direct producer-to-consumer venues, and other businesses in the local food supply chain. Under this program, $15 million is now available for marketing and promotional support specifically for local food businesses, including food hubs, delivery and aggregation businesses, and processing and storage facilities along the local food supply chain, while $15 million is for marketing support for farmers markets and other direct to consumer outlets. Since , AMS, which administers this program, has funded nearly 450 projects totaling $27 million to support direct marketing efforts for local food. More information about how to apply is available on the AMS website. Applications are due June 20, .These funding opportunities are cornerstones of the USDA's commitment to support local and regional food systems. USDA's Know Your Farmer, Know Your Food Initiative coordinates the Department's policy, resources, and outreach efforts related to local and regional food systems The Know Your Farmer, Know Your Food Compass maps nearly 3,000 local and regional food projects supported by USDA and eleven other federal agencies. Secretary Vilsack has identified strengthening local food systems as one of the four pillars of USDA's commitment to rural economic development, along with production agriculture (including expanding export markets and improving research), promoting conservation and outdoor recreation opportunities, and growing the biobased economy. is an equal opportunity provider and employer. To file a complaint of discrimination, write: USDA, Office of the Assistant Secretary for Civil Rights, Office of Adjudication, Independence Ave., SW, Washington, DC 0- or call 632- (Toll-free Customer Service), 877- (Local or Federal relay), 377- (Relay voice users).","What are the main funding opportunities provided by USDA's Rural Development and Agricultural Marketing Service programs for supporting local food systems, including farmers markets, aggregation and processing facilities, and other local food business enterprises?","1. **Loan guarantees through the Business and Industry (B&I) program**: $48 million available to support local food projects, with at least 5% set aside for projects that focus on local food business enterprises. 2. **Competitive grants via the Farmers Market and Local Foods Promotion Program**: $30 million available annually to farmers markets, other direct producer-to-consumer venues, and other businesses in the local food supply chain, including marketing and promotional support specifically for local food businesses."
"International Day of Rural Women Spotlight: Indiana Soccer Moms Score Big as Global Entrepreneurs with USDA Assist  For a women-owned business in rural Indiana, working with USDA’s Foreign Agricultural Service (FAS) became a life-changing experience. Soccer moms Carol Podolak and Joy Thompkins sold homemade peanut butter as their kids’ team fundraiser to travel from Portage, Indiana to Dallas, Texas for a tournament in . Customers wanted the pretzel, blueberry, and toffee peanut butter more than once a year, so Podolak and Thompkins started taking custom orders. And now, BNutty is on shelves in stores around the world.  Zane Evans, Public Affairs Specialist, USDA Foreign Agricultural Service  Posted in  Trade  Rural  Oct 13,   Respond to this story","How did Carol Podolak and Joy Thompkins, two Indiana soccer moms, leverage their homemade peanut butter business into a global entrepreneurial success with assistance from USDA?","Carol Podolak and Joy Thompkins leveraged their homemade peanut butter business into a global entrepreneurial success by taking custom orders and receiving assistance from the USDA's Foreign Agricultural Service (FAS), which helped them expand their product to shelves in stores around the world."
"USDA Mississippi Public Information Coordinator in  Rural  Jan 25,   Earlier this month, all Mississippi agencies and staff were invited to participate in USDA’s Martin Luther King Jr. National Day of Service by volunteering two hours of their time to a non-profit organization of their choice. Three USDA Rural Development Mississippi State Office employees, Jennifer Jimerson, Ericka Butler, and Michelle Wilkerson volunteered at Stewpot Community Services in Jackson, serving meals for lunch. The very heart of Stewpot is the noon meal its staff and volunteers serve each day of the year. This meal serves as the center of each day as well as the heart of the Stewpot philosophy. Rich and poor, black and white … all God's children come together over a nourishing meal. More than 120 people a day are physically and spiritually fed in the community kitchen and 50 meals are delivered to shut-ins in the area. Volunteers are always needed to lend a hand in the Stewpot Community Kitchen. USDA Rural Development employees began volunteering at Stewpot Community Services during USDA’s Martin Luther King, Jr. National Day of Service. “After volunteering in , staff has continued to support the organization by volunteering throughout the year. USDA Rural Development works each day to help rural communities, so we want to support organizations that offer assistance in their communities and who strive to help those in need,” said State Director for USDA Rural Development Mississippi, Trina George. Anyone is welcome to eat the Stewpot noon meal. Over 60,000 meals are served each year, and more than 7,000 volunteers serve in the community kitchen each year. Volunteers work as a team to make the plates for the Meals on Wheels program as well as the plates for everyone in the dining room. Volunteers serve the plates and drinks to everyone who has come to Stewpot for the noon meal. Approximately 10 volunteers are needed each day of the week to keep this rewarding ministry going. Stewpot, which began as simple soup kitchen, has developed into an organization offering several different programs – from shelter, to clothing, to counseling, to children’s programs. To learn more about how you can help serve residents of your community click here. Ericka Butler, Michelle Wilkerson, and Jennifer Jimerson. USDA Rural Development staff volunteered at Stewpot Community Services on USDA’s Martin Luther King Jr. National Day of Service.  Category/Topic:  Rural  Tags:  Day of Service  Jackson  Mississippi  MLK Day  Rural Development","What USDA Mississippi employee group volunteered at Stewpot Community Services, serving meals for lunch and continued to support the organization throughout the year?","Three USDA Rural Development Mississippi State Office employees, Jennifer Jimerson, Ericka Butler, and Michelle Wilkerson, volunteered at Stewpot Community Services."
"Recruiting the Next Generation of Food Safety Workers  Food Safety and Inspection Service Administrator Al Almanza today spoke about career opportunities at Texas A&M Kingsville to the Hispanic Leaders in Agriculture and the Environment. HLAE is a USDA-supported organization that draws membership from several colleges and universities.  acampbell  Posted in  Health and Safety  Apr 12,   1 Response",What career opportunities were highlighted by Food Safety and Inspection Service Administrator Al Almanza to Hispanic Leaders in Agriculture and the Environment at Texas A&M Kingsville?,Career opportunities in food safety.
"Office of Communication, U.S. Forest Service in  Forestry  May 12,  Warm Fire, . Over the last three decades, fire season lengths have increased by 60-80 days and annual acreages burned have more than doubled to over 7 million acres annually. In addition, growing housing development in forests has put more people and houses in harms’ way, also making firefighting efforts more expensive. Photo credit: U.S. Forest Service, Southwestern Region, Kaibab National Forest. Forests significantly contribute to our quality of life, but climate change is adversely affecting natural resources in rural and urban areas across the U.S. A new report released by the White House, the National Climate Assessment, explores many related issues including how a warming planet affects our forests. With contributions from U.S. Forest Service scientists, the report is one of the most comprehensive examinations of climate change and its effects on forested land. It concludes that a warming climate will complicate future management of public, private and tribal forests. “Climate change is currently triggering multiple, sometimes contrasting, responses from our forests,” said Dave Cleaves, U.S. Forest Service Climate Change Advisor. “Longer growing seasons and gradually warming temperatures are helping trees grow faster in some areas, but in other areas, these longer and warmer growing seasons increase late summer moisture stress and reduce tree growth.” The Forest Service integrates climate change awareness, mitigation and adaptation into the management of its 193 million acres through the Climate Change Performance Scorecard.  For example, this tool has encouraged national forests to identify vulnerable water resources, plant more climate-resilient tree species, research carbon storage capacity and more. Some of the other ways the Forest Service manages wildlands includes reducing the potential for large crown fires expected in a warmer climate by removing hazardous fuels and managing for lower stem densities in dry forests, managing forest genetic diversity to increase resilience to a warmer climate and restoring riparian areas adjacent to streams to ensure cold-water fish habitat during summer low-flow periods. Public and private forests in the U.S. will increasingly be vulnerable to ecosystem changes and tree mortality through fire, insect infestations, drought and disease outbreaks. At the same time, the need for healthy forests will only continue to increase. Forests provide an expanding opportunity to support emerging bioenergy markets and carbon credit systems. It is likely such uses will interact with the demand for wood products, healthy watersheds and recreational opportunities. There will also be continued economic pressures encouraging a shift from forestland to agricultural or urban land uses. According to Linda Joyce, a Forest Service scientist, and one of the authors of the report, climate-smart management practices are being developed and implemented, and the agency is maintaining its focus on retaining forests as forests restoring forest health and resilience, and reforesting private and federal lands. However, Joyce emphasized that implementation of climate-smart management practices can be increased only through effective integration of scientific information in management of our national wildlands.  Category/Topic:  Forestry  Tags:  Climate Change  Dave Cleaves  Forestry  Forests  FS  Linda Joyce  National Climate Assessment  White House","What strategies can be employed by the U.S. Forest Service and private landowners to maintain forest health and resilience in a warming climate, while also supporting emerging bioenergy markets and carbon credit systems?","1. Removing hazardous fuels and managing for lower stem densities in dry forests to reduce the potential for large crown fires. 2. Planting more climate-resilient tree species and restoring riparian areas adjacent to streams to ensure cold-water fish habitat during summer low-flow periods. 3. Managing forest genetic diversity to increase resilience to a warmer climate. 4. Integrating climate change awareness, mitigation, and adaptation into forest management through tools like the Climate Change Performance Scorecard. Private landowners can also adopt these strategies, as well as others such as: 1. Developing and implementing climate-smart management practices. 2. Creating carbon credit systems that support reforestation and afforestation efforts. 3. Partnering with government agencies to access funding and expertise for forest conservation and restoration projects. 4. Investing in research and development of new technologies that can help mitigate the impacts of climate change on forests. By implementing these strategies, both the U.S. Forest Service and private landowners can work together to maintain forest health and resilience while also supporting emerging bioenergy markets and carbon credit systems."
"A collaborative agreement for use of NOAA satellites will help the Interior and Agriculture Departments detect wildfires early, track wildfires in real time, and provide for public safety and air quality modeling  Release & Contact Info  Press Release  Release No. .24  Contact: USDA Press Email: press@usda.gov  WASHINGTON, July 23, — The Biden-Harris administration today announced it is taking additional steps to safeguard western communities in the face of increasingly dangerous and intense wildland fires by building advanced wildfire detection capabilities using satellite technology. The Department of the Interior and U.S. Department of Agriculture (USDA)’s Forest Service have signed an agreement with the Department of Commerce’s National Oceanic and Atmospheric Administration (NOAA) to use the NOAA Geostationary Operational Environmental Satellite — R series (GOES-R) to rapidly detect and report wildfire starts. Supported by a $20 million investment from the President’s Bipartisan Infrastructure Law—$10 million each from Interior and Agriculture— this new agreement will use advanced remote sensing capabilities to improve the speed and accuracy of wildfire detection. President Biden’s Investing in America agenda, through the Bipartisan Infrastructure Law, is bringing much-needed assistance to communities across the country — deploying innovative tools to tackle wildfires, increasing the resilience of lands facing the threat of wildland fires, and better supporting federal wildland firefighters. The law includes $5 billion for these Departments over five years to invest in preparedness, fuels management, post-fire restoration, and fire science. “This partnership is one of the many ways we are investing in technology to improve firefighter and community safety,” said Secretary of Agriculture Tom Vilsack. “Wildland firefighting will always require highly skilled individuals working on the ground, but with more real-time information we can reduce the risks to crews and pilots, and improve our response time, reducing the risk to impacted communities.” “This collaborative effort demonstrates how the federal government is deploying resources from President Biden’s historic Investing in America agenda to improve its emergency response capabilities and address increasingly frequent and extreme climate-driven wildfires,” said Secretary of the Interior Deb Haaland. “By using expanded satellite capacity to pinpoint wildfire ignitions and provide real-time for wildfire managers, this partnership with NOAA will enable the Interior and Agriculture Departments to respond to wildfires more rapidly and make informed decisions for firefighting operations and public safety.” “Now more than ever, the impacts of climate change are increasing the threat of wildfires across the country and thanks to President Biden’s commitment to investing in America, NOAA has been able to significantly improve fire weather forecasts to keep communities safe,” said Secretary of Commerce Gina Raimondo. “This new partnership, a result of the most ambitious climate agenda in history, will help expand our ability to detect wildfires, improve response times, and keep families in western communities out of harm’s way.” Use of NOAA’s GOES-R satellite will enable the Interior and Agriculture Departments to detect wildfires early, provide firefighters a more detailed look at wildfire conditions, allow faster hot spot detection, and provide the ability to track wildfire progression in real time. GOES-R series satellites are frequently capable of detecting wildfires before they are spotted on the ground or reported to 911. The satellites can also be used to pinpoint the exact location of a fire after smoke occur. These improved capabilities will support interagency efforts to protect people and communities from increasingly devastating wildfires. GOES-R satellite observations are not only valuable for detecting wildfires but are also critical for observing and monitoring smoke from those fires. The ability to monitor smoke plumes in near real time is particularly useful in directing firefighting efforts from the air. Deploying airplanes and helicopters for wildfire suppression efforts is often hampered by poor visibility. GOES-R satellites can help guide decisions for deploying flights by providing information on the exact location and drift of smoke from a fire. The smoke detection and monitoring information also enable better air quality forecasts to help safeguard public health. These improvements help equip communities with the information they need to assess risks and develop climate solutions—a key objective of the National Climate Resilience Framework. Today’s effort supports recommendations by the Wildland Fire Mitigation and Management Commission, which was established through the Bipartisan Infrastructure Law and charged with making recommendations to improve federal policies related to the mitigation, suppression, and management of wildland fires in the United States. In September , the Commission released a comprehensive report (, 5.3 ) to Congress outlining 148 recommendations to improve the nation’s relationship with wildfire. This collaboration advances recommendations for expanded use of wildfire detection systems and improved collaboration across organizations and jurisdictions. # USDA is an equal opportunity provider, employer, and lender.","What advanced satellite technology will be used by the Interior and Agriculture Departments in partnership with NOAA to detect wildfires early, track their progression in real-time, and provide critical information for public safety and air quality modeling?","The NOAA Geostationary Operational Environmental Satellite — R series (GOES-R) will be used by the Interior and Agriculture Departments in partnership with NOAA to detect wildfires early, track their progression in real-time, and provide critical information for public safety and air quality modeling."
"Officials View Producer Efforts to Improve Quality of Chesapeake Bay  “As of , an estimated 18,091,710 people lived in the Chesapeake Bay watershed, up from 17,986,898 in . Experts predict the watershed’s population will surpass 20 million by and reach 21.4 million by . Each of the 18.1 million people that live in the region affects the Bay: consuming resources, altering the landscape and polluting the air and water.” -- Chesapeake Bay Program  Skip Hyberg, Senior Economist, USDA Farm Service Agency  Posted in  Conservation  Mar 22,   1 Response",What is predicted to be the population of the Chesapeake Bay watershed by ?,20 million.
"Release & Contact Info  Press Release  Release No. 0204.19  Contact: USDA Press Email: press@oc.usda.gov  FLANDREAU, S.D., Dec. 12, 2019 – Today, U.S. Department of Agriculture (USDA) Rural Development South Dakota State Director Julie Gross announced USDA has invested $9.5 million in high-speed broadband infrastructure that will create or improve e-Connectivity for more than 1,750 homes in rural South Dakota. This is one of many funding announcements in the first round of USDA’s ReConnect Pilot Program investments. “Reliable, high-speed broadband internet e-Connectivity is essential to increasing access to specialized health care and education, connecting with friends and family, building or starting a business, or increasing productivity at your agricultural operation,” Gross said. “Under the leadership of President Trump and Agriculture Secretary Perdue, USDA is committed to being a strong partner in deploying this essential infrastructure in rural communities, because when rural America thrives, all of America thrives.” Valley Telecommunications Cooperative will use $9.5 million in ReConnect grant funding to deploy a fiber-to-the-home (FTTH) network in Brookings, Kingsbury and Moody counties in South Dakota. This investment is anticipated to reach 1,750 rural households, 27 farms, 17 businesses and one critical community facility. Background: In March 2018, Congress provided $600 million to USDA to expand broadband infrastructure and services in rural America. On Dec. 13, 2018, Secretary Perdue announced the rules of the program, called “ReConnect,” including how the loans and grants will be awarded to help build broadband infrastructure in rural America. USDA received 146 applications between May 31, 2019, and July 12, 2019, requesting $1.4 billion in funding across all three ReConnect Program funding products: 100 percent loan, 100 percent grant, and loan-grant combinations. USDA is reviewing applications and announcing approved projects on a rolling basis. Additional investments in all three categories will be made in the coming weeks. These grants, loans and combination funds enable the federal government to partner with the private sector and rural communities to build modern broadband infrastructure in areas with insufficient internet service. Insufficient service is defined as connection speeds of less than 10 megabits per second (Mbps) download and 1 Mbps upload. In April 2017, President Donald J. Trump established the Interagency Task Force on Agriculture and Rural Prosperity to identify legislative, regulatory and policy changes that could promote agriculture and prosperity in rural communities. In January 2018, Secretary Perdue presented the Task Force’s findings to President Trump. These findings included 31 recommendations to align the federal government with state, local and tribal governments to take advantage of opportunities that exist in rural America. Increasing investments in rural infrastructure is a key recommendation of the task force. To view the report in its entirety, please view the Report to the President of the United States from the Task Force on Agriculture and Rural Prosperity (, 5.4 MB). In addition, to view the categories of the recommendations, please view the Rural Prosperity infographic (, 190 ). USDA Rural Development provides loans and grants to help expand economic opportunities and create jobs in rural areas. This assistance supports infrastructure improvements; business development; housing; community facilities such as schools, public safety and health care; and high-speed internet access in rural areas. For more information, visit www.rd.usda.gov. # USDA is an equal opportunity provider, employer, and lender.",What funding programs are used by the U.S. Department of Agriculture (USDA) Rural Development to support high-speed broadband infrastructure in rural areas?,1. 100% loan 2. 100% grant 3. Loan-grant combinations
"Quinoa: A Plant with a Lot of Potential  In February of this year, the United National declared the International Year of the Quinoa. Yet, I’m sure not many people have even heard of quinoa, let alone know about its nutritional qualities. Originating from Bolivia, Chile and Peru around 5,000 years ago, quinoa is a grain that is growing in popularity across the country. Consumed like rice and used to make flour, soup, cereals or alcohol, quinoa is very nutritious due to its high protein content, making it an important food crop in alleviating hunger and food security in impoverished areas of the world.  Tanisha Greene, National Institute of Food and Agriculture  Posted in  Food and Nutrition  Aug 16,   22 Responses",What are some ways quinoa can be used as an important food crop for alleviating hunger and improving food security in impoverished areas?,"Quinoa can be used to make flour, soup, cereals, or alcohol."
"USDA Office of Communications in  Initiatives  Oct 09,  Executive Master Gardeners Tanya Brown USDA-FSA (right) and Lee Cliburn USDA-AMS pick okra from the USDA People’s Garden on the corner of Jefferson Drive and 12th Street, SW. Photo by Annie Ceccarini, USDA. All summer, visitors to the National Capitol Region have been seeing monuments, public buildings, works of art and experiencing music and theater; however, many were unexpectedly surprised by the brilliant hues of purple, red and green emanating from USDA’s People’s Garden. But those didn’t just pop up on their own. USDA has a cadre of friendly and knowledgeable employee volunteers who plant, maintain and harvest as well as interact and answer questions from hundreds of people who stop by to admire the garden. “People need to have a connection to their food, like I did when I was growing up,” said Lee Cliburn, who works for the USDA’s Agricultural Marketing Service (AMS) - the agency that manages the People’s Garden. Cliburn is one of several USDA Master Gardeners who harvests vegetables on Tuesdays and Fridays. “My grandmother was a talented and skillful gardener, and I learned from her.” Many of the homegrown and overseas folks who stop by the organic vegetable garden at the intersection of Jefferson Drive and 12th Street, SW (northeast corner of USDA Headquarters property) have previously gardened or currently have a garden at home. Some have never experienced the joy and satisfaction of growing anything. “Kids visit us, see the garden and the projects we’re working on, and ask questions. This is an important project because it reconnects USDA with the people it serves and gets them thinking about their food,” said Cliburn. Yet, this People’s Garden provides much more than a learning environment for tourists and spectators. Each week, hundreds of pounds of vegetables and herbs are harvested and donated to DC Central Kitchen (DCCK), where it is prepared and provided to folks who need help putting food on their tables. “They’re so appreciative,” said Tanya Brown, who works for the Farm Service Agency and drives the produce to DCCK. “They get green food, healthy food and herbs like basil and sage.  When I walk in they all say ‘Here comes the herb lady.’” DCCK provides 5,000 meals to 100 homeless shelters, transitional homes and nonprofit organizations throughout The District. Brown said the donated vegetables are used to help prepare some of these meals and when DCCK makes its menu, they say it comes from the People’s Garden. By the simple act of planting a garden and having volunteers care for it has provided an outlet that not only educates the community but provides a solution to hunger. “Having the benefit of fresh vegetables and the experience of gardening encourages me to promote this basic human right for everyone,” said Effie Baldwin, who works for the National Institute of Food and Agriculture and also harvests vegetables on Tuesdays and Fridays. “Spending time in USDA’s People’s Garden not only provides a service but brings back memories of Midwestern summer days spent in my grandparent’s backyard garden.” That’s the sentiment of many USDA Executive Master Gardeners who volunteer with the People’s Garden. Whether it’s listening to a visitor’s gardening woes, answering questions about a vegetable or plant, or donating food to feed the homeless, gardening is more than just food — it’s a labor of love. Want to volunteer at your local People’s Garden? You can find a People’s Garden in your neighborhood on our interactive map. There are 2,116 gardens – located in all 50 states, three U.S. territories and twelve foreign countries – registered as People’s Garden. Visit the USDA People’s Garden on the National Mall every Friday from 10 am to 2 pm to ask Executive Master Gardeners who volunteer with the People’s Garden questions. Photo by Annie Ceccarini, USDA.  Category/Topic:  Initiatives  Tags:  AMS  DC Central Kitchen  DCCK  Fall  FSA  harvest  Hunger  Master Gardeners  NIFA  People's Garden  volunteers  Washington DC","What percentage of the produce harvested from the USDA's People's Garden in Washington D.C. is donated to DC Central Kitchen, which provides meals to homeless shelters and nonprofit organizations?","The content does not provide a specific percentage of produce donated to DC Central Kitchen, but it mentions that ""Each week, hundreds of pounds of vegetables and herbs are harvested and donated"" without giving an exact figure or percentage."
"Public Information Coordinator, Mississippi Rural Development in  Rural  May 03,   U.S. Department of Agriculture Secretary Tom Vilsack joined Obama Administration Cabinet members Secretary of Homeland Security Janet Napolitano, Secretary of Housing and Urban Development Shaun Donovan, as well as Federal Emergency Management Agency Administrator Craig Fugate, Small Business Administration Administrator Karen Mills, and other state and local officials to tour areas in Alabama and Mississippi affected by last week’s tornadoes. After visiting devastated sites in Birmingham and nearby areas, the group crossed over to Mississippi, where they surveyed the damage done to Smithville, a town of approximately that was almost literally wiped off the map. In Smithville, Miss. the senior administration officials were joined by Mississippi’s USDA Rural Development State Director Trina George, who had made the trek from her home in central Mississippi in the pre-dawn hours on Thursday, the day after the tornado hit. State Director George viewed damaged areas in Maben, Amory, and parts of Chickasaw County on Thursday. She had monitored the tornado, keeping in contact with local officials as the tornado went through Mississippi on Wednesday. She linked up on Thursday morning with local USDA personnel in Oktibbeha County, arriving only hours after the tornado had passed through. She also toured damaged areas in Neshoba and Kemper Counties that afternoon. Secretary Tom Vilsack toured the area of Smithville, Mississippi and saw firsthand the heavy damage caused by the tornado. He is seen in this photo talking to one of the victims of the disastrous weather. Behind him is USDA Rural Development State Director Trina George of Mississippi. Secretary Vilsack and State Director George were two of a number of Obama Administration Cabinet officials, federal administrators, and local leaders to see the damage caused by tornadoes in Mississippi and Alabama. “It is heartbreaking to see this damage and to talk to the people who are victims of the tornado,” said George. “I was able to not only see the physical damages, but I was able to listen to some of the actual victims, many of whom had lost everything. However, I can report that USDA Rural Development has programs that can offer some relief to these unfortunate victims.” George cited USDA Rural Development programs such as funding to replace and repair single-family homes, shared community facilities and the water and wastewater systems in the damaged areas. “I want to make sure that people know about the availability of our programs, especially our single-family home loan and home repair loan programs, so that they can rebuild their homes and businesses and continue to have clean water.” George has a history of fast action on disaster relief. Most recently, she was on the scene the day after tornadoes ran thru Holmes and Yazoo Counties in and made sure that USDA Rural Development programs were a part of both the immediate and long-term relief efforts in those counties. Local officials in both counties credited George and USDA Rural Development for their fast work in making resources available, especially to the homeowners who lost their homes in that disaster. “These people have lost everything but their spirit. For them to see the highest officials in our nation’s government, including Cabinet secretaries and head of relief agencies coming to what is left of their town to see the damage personally,” Said George, “I can’t convey to ya’ll how uplifting that is to those people. It means the world.”  Category/Topic:  Rural  Tags:  Alabama  Craig Fugate  DHS  FEMA  HUD  Janet Napolitano  Karen Mills  Mississippi  Rural Development  SBA  Shaun Donovan  Tom Vilsack","What USDA Rural Development programs can provide relief to victims of natural disasters, as exemplified by State Director Trina George in her work with affected communities in Holmes and Yazoo Counties?","USDA Rural Development programs such as funding to replace and repair single-family homes, shared community facilities, water and wastewater systems, single-family home loan, and home repair loan programs can provide relief to victims of natural disasters."
"European Grapevine Moth Cooperative Eradication Program: A Model for Fighting Future Invasive Species Threats  I was thrilled to celebrate with key partners and contributors in Napa County, California, recently at an event to recognize the critical safeguarding accomplishment we achieved together, that of eradicating the invasive European grapevine moth (EGVM) from the United States. Leaders from the USDA, Animal and Plant Health Inspection Service (APHIS), the California Department of Food and Agriculture (CDFA), and the California County Agricultural Commissioners came together with growers and industry representatives, who found and implemented the right tools to safeguard California grapes. In front of these critical partners, I was proud to recognize the extraordinary individual and group contributions that made the eradication of EGVM possible.  Osama El-Lissy, APHIS Deputy Administrator  Posted in  Animals  Plants  Nov 02,   Respond to this story",What was the critical safeguarding accomplishment achieved by leaders from USDA and industry partners through the European Grapevine Moth Cooperative Eradication Program?,The eradication of the invasive European grapevine moth (EGVM) from the United States.
